No.,図形名,文字,UCS,文字,代替変換区分
5236,GJ005236,􊏹,U+752B,甫,2
5237,GJ005237,􊏼,U+82F1,英,2
5238,GJ005238,􊏽,U+6797,林,2
5239,GJ005239,􊐀,U+5C06,将,1
5240,GJ005240,􊐉,U+5C07,將,1
5241,GJ005241,􊐔,U+5C07,將,2
5242,GJ005242,􊐖,U+5C07,將,2
5243,GJ005243,􊐗,U+5C07,將,2
5244,GJ005244,􊐤,U+7247,片,1
5245,GJ005245,􊐫,U+7247,片,1
5246,GJ005246,􊐴,U+65E5,日,2
5247,GJ005247,􊑄,U+7FA9,義,2
5248,GJ005248,􊑅,U+7FA9,義,2
5249,GJ005249,􊑆,U+8449,葉,2
5250,GJ005250,􊑈,U+7259,牙,1
5251,GJ005251,􊑍,U+5144,兄,2
5252,GJ005252,􊑎,U+6709,有,2
5253,GJ005253,􊑑,U+8C37,谷,2
5254,GJ005254,􊑡,U+529B,力,2
5255,GJ005255,􊑦,U+5B50,子,2
5256,GJ005256,􊑮,U+725B,牛,2
5257,GJ005257,􊑲,U+4E39,丹,2
5258,GJ005258,􊑳,U+4E39,丹,2
5259,GJ005259,􊑷,U+534A,半,2
5260,GJ005260,􊑺,U+529B,力,2
5261,GJ005261,􊑻,U+62FE,拾,2
5262,GJ005262,􊑾,U+9091,邑,2
5263,GJ005263,􊒀,U+8C37,谷,2
5264,GJ005264,􊒂,U+5E0C,希,2
5265,GJ005265,􊒅,U+725B,牛,2
5266,GJ005266,􊒆,U+590C,夌,2
5267,GJ005267,􊒐,U+725B,牛,2
5268,GJ005268,􊒑,U+571F,土,2
5269,GJ005269,􊒕,U+7269,物,2
5270,GJ005270,􊒖,U+7269,物,2
5271,GJ005271,􊒚,U+8011,耑,2
5272,GJ005272,􊒝,U+7269,物,2
5273,GJ005273,􊒡,U+7FC1,翁,2
5274,GJ005274,􊒧,U+5FC3,心,2
5275,GJ005275,􊒨,U+57F7,執,2
5276,GJ005276,􊒻,U+72AC,犬,1
5277,GJ005277,􊓈,U+72D0,狐,2
5278,GJ005278,􊓏,U+5348,午,2
5279,GJ005279,􊓔,U+4ECA,今,2
5280,GJ005280,􊓙,U+5E76,并,2
5281,GJ005281,􊓚,U+5E76,并,2
5282,GJ005282,􊓜,U+72F7,狷,1
5283,GJ005283,􊓞,U+5951,契,1
5284,GJ005284,􊓠,U+4E98,亘,2
5285,GJ005285,􊓫,U+731B,猛,1
5286,GJ005286,􊓭,U+72F9,狹,1
5287,GJ005287,􊓶,U+5239,刹,2
5288,GJ005288,􊓺,U+6CBA,沺,2
5289,GJ005289,􊓼,U+5FF5,念,2
5290,GJ005290,􊓾,U+731B,猛,1
5291,GJ005291,􊓿,U+4F96,侖,2
5292,GJ005292,􊔈,U+7336,猶,1
5293,GJ005293,􊔓,U+77E2,矢,2
5294,GJ005294,􊔗,U+25055,𥁕,2
5295,GJ005295,􊔘,U+25055,𥁕,2
5296,GJ005296,􊔙,U+51A2,冢,2
5297,GJ005297,􊔝,U+7C73,米,2
5298,GJ005298,􊔠,U+5F56,彖,2
5299,GJ005299,􊔡,U+5F56,彖,2
5300,GJ005300,􊔬,U+FA16,猪,1
5301,GJ005301,􊔸,U+9022,逢,2
5302,GJ005302,􊕉,U+8352,荒,2
5303,GJ005303,􊕎,U+76DB,盛,2
5304,GJ005304,􊕏,U+6559,教,2
5305,GJ005305,􊕑,U+72AC,犬,2
5306,GJ005306,􊕗,U+732E,献,1
5307,GJ005307,􊕠,U+5BC4,寄,2
5308,GJ005308,􊕢,U+706B,火,2
5309,GJ005309,􊕣,U+5C71,山,2
5310,GJ005310,􊕥,U+5EFA,建,2
5311,GJ005311,􊕦,U+5C0A,尊,2
5312,GJ005312,􊕧,U+9996,首,2
5313,GJ005313,􊕷,U+58FD,壽,2
5314,GJ005314,􊖓,U+5B81,宁,2
5315,GJ005315,􊖔,U+624B,手,2
5316,GJ005316,􊖕,U+7FBD,羽,2
5317,GJ005317,􊖖,U+66F7,曷,2
5318,GJ005318,􊖗,U+51E1,凡,2
5319,GJ005319,􊖢,U+749E,璞,1
5320,GJ005320,􊖦,U+4E5E,乞,2
5321,GJ005321,􊖧,U+5C79,屹,1
5322,GJ005322,􊖫,U+73A0,玠,1
5323,GJ005323,􊖶,U+5343,千,2
5324,GJ005324,􊖷,U+4E8D,亍,2
5325,GJ005325,􊖹,U+574E,坎,2
5326,GJ005326,􊖻,U+73D9,珙,1
5327,GJ005327,􊖿,U+73A8,玨,1
5328,GJ005328,􊗈,U+744B,瑋,1
5329,GJ005329,􊗉,U+74B0,環,1
5330,GJ005330,􊗍,U+65E5,日,2
5331,GJ005331,􊗑,U+53CA,及,2
5332,GJ005332,􊗓,U+5751,坑,2
5333,GJ005333,􊗗,U+5348,午,2
5334,GJ005334,􊗘,U+5742,坂,2
5335,GJ005335,􊗙,U+4EC1,仁,2
5336,GJ005336,􊗚,U+6C0F,氏,2
5337,GJ005337,􊗧,U+73B2,玲,1
5338,GJ005338,􊗩,U+73B7,玷,1
5339,GJ005339,􊗫,U+73B9,玹,1
5340,GJ005340,􊗱,U+73CE,珎,1
5341,GJ005341,􊗳,U+73E0,珠,1
5342,GJ005342,􊗴,U+8343,荃,1
5343,GJ005343,􊗸,U+73CA,珊,1
5344,GJ005344,􊗹,U+738B,王,2
5345,GJ005345,􊗺,U+5B9D,宝,2
5346,GJ005346,􊗿,U+5E83,広,2
5347,GJ005347,􊘀,U+4E19,丙,2
5348,GJ005348,􊘂,U+592E,央,2
5349,GJ005349,􊘃,U+5931,失,2
5350,GJ005350,􊘄,U+51AC,冬,2
5351,GJ005351,􊘆,U+5918,夘,2
5352,GJ005352,􊘈,U+6C0F,氏,2
5353,GJ005353,􊘌,U+7424,琤,1
5354,GJ005354,􊘐,U+6587,文,2
5355,GJ005355,􊘑,U+5C11,少,2
5356,GJ005356,􊘗,U+6C34,水,2
5357,GJ005357,􊘚,U+592E,央,2
5358,GJ005358,􊘭,U+7394,玔,1
5359,GJ005359,􊘯,U+73C9,珉,1
5360,GJ005360,􊘵,U+6208,戈,2
5361,GJ005361,􊘶,U+6591,斑,1
5362,GJ005362,􊘼,U+8343,荃,1
5363,GJ005363,􊙃,U+5168,全,2
5364,GJ005364,􊙋,U+5370,印,2
5365,GJ005365,􊙒,U+579E,垞,2
5366,GJ005366,􊙘,U+6749,杉,2
5367,GJ005367,􊙛,U+738B,王,2
5368,GJ005368,􊙞,U+8FB0,辰,2
5369,GJ005369,􊙣,U+81E3,臣,2
5370,GJ005370,􊙱,U+73EA,珪,1
5371,GJ005371,􊙽,U+4E14,且,2
5372,GJ005372,􊚀,U+590B,夋,2
5373,GJ005373,􊚆,U+7425,琥,1
5374,GJ005374,􊚇,U+7425,琥,1
5375,GJ005375,􊚍,U+7422,琢,1
5376,GJ005376,􊚐,U+212FD,𡋽,2
5377,GJ005377,􊚔,U+530A,匊,2
5378,GJ005378,􊚖,U+738B,王,2
5379,GJ005379,􊚚,U+5E72,干,2
5380,GJ005380,􊚛,U+5348,午,2
5381,GJ005381,􊚞,U+73A8,玨,2
5382,GJ005382,􊚡,U+6B23,欣,2
5383,GJ005383,􊚹,U+7425,琥,1
5384,GJ005384,􊚻,U+5F54,彔,2
5385,GJ005385,􊛗,U+670B,朋,2
5386,GJ005386,􊛙,U+57CF,埏,2
5387,GJ005387,􊛚,U+5EF6,延,2
5388,GJ005388,􊛛,U+56FD,国,1
5389,GJ005389,􊛞,U+4F96,侖,2
5390,GJ005390,􊛟,U+5377,卷,2
5391,GJ005391,􊛤,U+7453,瑓,1
5392,GJ005392,􊛥,U+590C,夌,2
5393,GJ005393,􊛦,U+590C,夌,2
5394,GJ005394,􊛧,U+5FF5,念,2
5395,GJ005395,􊛩,U+82D3,苓,2
5396,GJ005396,􊛪,U+738B,王,2
5397,GJ005397,􊛭,U+547D,命,2
5398,GJ005398,􊛮,U+547D,命,2
5399,GJ005399,􊛲,U+6D0B,洋,2
5400,GJ005400,􊛳,U+98DF,食,2
5401,GJ005401,􊛷,U+4E21,両,2
5402,GJ005402,􊛸,U+91CC,里,2
5403,GJ005403,􊛹,U+5839,堹,2
5404,GJ005404,􊛻,U+738B,王,2
5405,GJ005405,􊜆,U+5F54,彔,2
5406,GJ005406,􊜊,U+74CA,瓊,1
5407,GJ005407,􊜋,U+74CA,瓊,1
5408,GJ005408,􊜓,U+745C,瑜,1
5409,GJ005409,􊜥,U+65BD,施,2
5410,GJ005410,􊜧,U+82DF,苟,2
5411,GJ005411,􊜩,U+517B,养,2
5412,GJ005412,􊜮,U+7426,琦,1
5413,GJ005413,􊜱,U+76F8,相,2
5414,GJ005414,􊜳,U+7F8E,美,2
5415,GJ005415,􊜴,U+7F8E,美,2
5416,GJ005416,􊜶,U+5EFA,建,2
5417,GJ005417,􊜸,U+53E3,口,2
5418,GJ005418,􊜹,U+5357,南,2
5419,GJ005419,􊜼,U+539A,厚,2
5420,GJ005420,􊜽,U+5BA2,客,2
5421,GJ005421,􊜾,U+5EA6,度,2
5422,GJ005422,􊜿,U+90C1,郁,2
5423,GJ005423,􊝃,U+800C,而,2
5424,GJ005424,􊝊,U+91DC,釜,2
5425,GJ005425,􊝌,U+2123D,𡈽,2
5426,GJ005426,􊝐,U+65E9,早,2
5427,GJ005427,􊝔,U+7ADC,竜,2
5428,GJ005428,􊝖,U+6842,桂,2
5429,GJ005429,􊝘,U+742F,琯,1
5430,GJ005430,􊝥,U+7476,瑶,1
5431,GJ005431,􊝦,U+837C,荼,2
5432,GJ005432,􊝧,U+5F93,従,2
5433,GJ005433,􊝼,U+7422,琢,1
5434,GJ005434,􊞇,U+74A1,璡,1
5435,GJ005435,􊞈,U+6643,晃,2
5436,GJ005436,􊞊,U+6069,恩,2
5437,GJ005437,􊞎,U+7389,玉,2
5438,GJ005438,􊞐,U+9EBB,麻,2
5439,GJ005439,􊞑,U+6DCB,淋,2
5440,GJ005440,􊞓,U+738B,王,2
5441,GJ005441,􊞔,U+90FD,都,2
5442,GJ005442,􊞕,U+6728,木,2
5443,GJ005443,􊞘,U+738B,王,2
5444,GJ005444,􊞙,U+4E45,久,2
5445,GJ005445,􊞝,U+738B,王,2
5446,GJ005446,􊞥,U+7469,瑩,1
5447,GJ005447,􊞨,U+938F,鎏,1
5448,GJ005448,􊞪,U+7476,瑶,1
5449,GJ005449,􊞷,U+74A3,璣,1
5450,GJ005450,􊟁,U+74B0,環,1
5451,GJ005451,􊟂,U+74B0,環,1
5452,GJ005452,􊟃,U+7422,琢,1
5453,GJ005453,􊟇,U+738B,王,2
5454,GJ005454,􊟋,U+570B,國,2
5455,GJ005455,􊟌,U+7389,玉,2
5456,GJ005456,􊟎,U+74B0,環,1
5457,GJ005457,􊟏,U+74B0,環,1
5458,GJ005458,􊟐,U+74B0,環,1
5459,GJ005459,􊟑,U+74B0,環,1
5460,GJ005460,􊟓,U+60E3,惣,2
5461,GJ005461,􊟕,U+65E7,旧,2
5462,GJ005462,􊟝,U+722D,爭,2
5463,GJ005463,􊟠,U+7464,瑤,1
5464,GJ005464,􊟳,U+8983,覃,2
5465,GJ005465,􊟷,U+7AE5,童,2
5466,GJ005466,􊟺,U+559C,喜,2
5467,GJ005467,􊟼,U+559C,喜,2
5468,GJ005468,􊟽,U+8C61,象,2
5469,GJ005469,􊠀,U+842C,萬,2
5470,GJ005470,􊠂,U+96F6,零,2
5471,GJ005471,􊠅,U+8C4A,豊,2
5472,GJ005472,􊠇,U+7CF8,糸,2
5473,GJ005473,􊠐,U+74A2,璢,1
5474,GJ005474,􊠝,U+7FA9,義,2
5475,GJ005475,􊠢,U+76EE,目,2
5476,GJ005476,􊠥,U+74BF,璿,2
5477,GJ005477,􊠫,U+84EE,蓮,2
5478,GJ005478,􊠭,U+610F,意,2
5479,GJ005479,􊠳,U+74B0,環,1
5480,GJ005480,􊠴,U+76EE,目,2
5481,GJ005481,􊠶,U+516C,公,2
5482,GJ005482,􊠷,U+8980,覀,2
5483,GJ005483,􊠺,U+74AB,璫,1
5484,GJ005484,􊠽,U+73A2,玢,1
5485,GJ005485,􊡐,U+58D5,壕,2
5486,GJ005486,􊡑,U+73CE,珎,1
5487,GJ005487,􊡒,U+69AE,榮,2
5488,GJ005488,􊡔,U+8C9D,貝,2
5489,GJ005489,􊡙,U+7AE0,章,2
5490,GJ005490,􊡜,U+65E5,日,2
5491,GJ005491,􊡟,U+8C9D,貝,2
5492,GJ005492,􊡠,U+990A,養,2
5493,GJ005493,􊡡,U+8C9D,貝,2
5494,GJ005494,􊡣,U+653B,攻,2
5495,GJ005495,􊡤,U+7DCA,緊,2
5496,GJ005496,􊡥,U+53F0,台,2
5497,GJ005497,􊡨,U+8CB7,買,2
5498,GJ005498,􊡴,U+616E,慮,2
5499,GJ005499,􊡵,U+74D8,瓘,1
5500,GJ005500,􊡶,U+757F,畿,2
5501,GJ005501,􊡹,U+7469,瑩,2
5502,GJ005502,􊡺,U+58D5,壕,2
5503,GJ005503,􊡼,U+53B2,厲,2
5504,GJ005504,􊡿,U+74C9,瓉,1
5505,GJ005505,􊢀,U+8863,衣,2
5506,GJ005506,􊢁,U+78E8,磨,2
5507,GJ005507,􊢖,U+559C,喜,2
5508,GJ005508,􊢗,U+559C,喜,2
5509,GJ005509,􊢟,U+96B9,隹,2
5510,GJ005510,􊢨,U+7483,璃,1
5511,GJ005511,􊢪,U+7483,璃,1
5512,GJ005512,􊢭,U+8B71,譱,2
5513,GJ005513,􊢯,U+5BF6,寶,2
5514,GJ005514,􊢺,U+74E6,瓦,2
5515,GJ005515,􊢾,U+74E6,瓦,2
5516,GJ005516,􊣔,U+74FA,瓺,1
5517,GJ005517,􊣕,U+74FA,瓺,1
5518,GJ005518,􊣩,U+7518,甘,1
5519,GJ005519,􊣯,U+751A,甚,1
5520,GJ005520,􊣹,U+751A,甚,1
5521,GJ005521,􊣽,U+751A,甚,2
5522,GJ005522,􊤀,U+751F,生,2
5523,GJ005523,􊤂,U+4E43,乃,2
5524,GJ005524,􊤃,U+4E43,乃,2
5525,GJ005525,􊤄,U+5148,先,1
5526,GJ005526,􊤆,U+751F,生,2
5527,GJ005527,􊤋,U+751F,生,2
5528,GJ005528,􊤌,U+738B,王,2
5529,GJ005529,􊤍,U+5BFD,寽,2
5530,GJ005530,􊤏,U+751F,生,2
5531,GJ005531,􊤐,U+9B3C,鬼,2
5532,GJ005532,􊤑,U+751F,生,2
5533,GJ005533,􊤔,U+8056,聖,1
5534,GJ005534,􊤙,U+8C9D,貝,2
5535,GJ005535,􊤛,U+752B,甫,1
5536,GJ005536,􊤠,U+752B,甫,2
5537,GJ005537,􊤻,U+753C,甼,1
5538,GJ005538,􊤿,U+7562,畢,2
5539,GJ005539,􊥂,U+66A2,暢,1
5540,GJ005540,􊥄,U+9B3C,鬼,1
5541,GJ005541,􊥇,U+4E2D,中,2
5542,GJ005542,􊥊,U+5F00,开,2
5543,GJ005543,􊥌,U+65FB,旻,1
5544,GJ005544,􊥎,U+754A,畊,1
5545,GJ005545,􊥒,U+8207,與,1
5546,GJ005546,􊥕,U+4E39,丹,2
5547,GJ005547,􊥖,U+4E39,丹,2
5548,GJ005548,􊥗,U+7530,田,2
5549,GJ005549,􊥚,U+7530,田,2
5550,GJ005550,􊥛,U+5143,元,2
5551,GJ005551,􊥟,U+52A0,加,2
5552,GJ005552,􊥡,U+53E3,口,2
5553,GJ005553,􊥤,U+754F,畏,1
5554,GJ005554,􊥩,U+7559,留,1
5555,GJ005555,􊥮,U+5E73,平,2
5556,GJ005556,􊥳,U+7530,田,2
5557,GJ005557,􊥼,U+6631,昱,2
5558,GJ005558,􊦅,U+7562,畢,1
5559,GJ005559,􊦈,U+7C73,米,2
5560,GJ005560,􊦊,U+6643,晃,1
5561,GJ005561,􊦌,U+665F,晟,1
5562,GJ005562,􊦘,U+7559,留,1
5563,GJ005563,􊦝,U+7562,畢,1
5564,GJ005564,􊦞,U+52D7,勗,1
5565,GJ005565,􊦡,U+5177,具,2
5566,GJ005566,􊦩,U+7571,畱,1
5567,GJ005567,􊦪,U+7571,畱,1
5568,GJ005568,􊦫,U+7571,畱,1
5569,GJ005569,􊦱,U+6668,晨,2
5570,GJ005570,􊦲,U+826F,良,2
5571,GJ005571,􊦶,U+514D,免,2
5572,GJ005572,􊦸,U+6674,晴,1
5573,GJ005573,􊧄,U+66A2,暢,1
5574,GJ005574,􊧇,U+7576,當,1
5575,GJ005575,􊧍,U+7530,田,2
5576,GJ005576,􊧏,U+7F4D,罍,1
5577,GJ005577,􊧐,U+20E95,𠺕,2
5578,GJ005578,􊧗,U+5C07,將,2
5579,GJ005579,􊧘,U+96B9,隹,2
5580,GJ005580,􊧙,U+7537,男,2
5581,GJ005581,􊧚,U+5D1F,崟,2
5582,GJ005582,􊧜,U+5BC5,寅,2
5583,GJ005583,􊧥,U+7586,疆,1
5584,GJ005584,􊧦,U+5193,冓,2
5585,GJ005585,􊧮,U+53B6,厶,2
5586,GJ005586,􊧯,U+6B66,武,2
5587,GJ005587,􊨕,U+5EB7,康,1
5588,GJ005588,􊨤,U+5B50,子,2
5589,GJ005589,􊩀,U+865A,虚,2
5590,GJ005590,􊩛,U+7678,癸,1
5591,GJ005591,􊩟,U+810A,脊,1
5592,GJ005592,􊩡,U+80CC,背,1
5593,GJ005593,􊩥,U+7676,癶,2
5594,GJ005594,􊩦,U+7676,癶,2
5595,GJ005595,􊩪,U+767B,登,1
5596,GJ005596,􊩱,U+5177,具,2
5597,GJ005597,􊩲,U+8C9D,貝,2
5598,GJ005598,􊪉,U+5F37,強,2
5599,GJ005599,􊪋,U+767D,白,2
5600,GJ005600,􊪌,U+7681,皁,1
5601,GJ005601,􊪏,U+767D,白,2
5602,GJ005602,􊪔,U+767D,白,2
5603,GJ005603,􊪕,U+3696,㚖,1
5604,GJ005604,􊪗,U+539F,原,1
5605,GJ005605,􊪘,U+5E1B,帛,1
5606,GJ005606,􊪙,U+8FEB,迫,1
5607,GJ005607,􊪚,U+6606,昆,1
5608,GJ005608,􊪜,U+6607,昇,1
5609,GJ005609,􊪠,U+65F1,旱,2
5610,GJ005610,􊪣,U+5302,匂,2
5611,GJ005611,􊪦,U+8FEB,迫,1
5612,GJ005612,􊪧,U+65FB,旻,2
5613,GJ005613,􊪩,U+5315,匕,2
5614,GJ005614,􊪱,U+6CC9,泉,2
5615,GJ005615,􊪲,U+7520,甠,1
5616,GJ005616,􊪷,U+6624,昤,2
5617,GJ005617,􊪼,U+65FA,旺,2
5618,GJ005618,􊪾,U+54A0,咠,2
5619,GJ005619,􊪿,U+65E8,旨,2
5620,GJ005620,􊫀,U+5148,先,2
5621,GJ005621,􊫁,U+767D,白,2
5622,GJ005622,􊫆,U+7690,皐,1
5623,GJ005623,􊫋,U+7693,皓,1
5624,GJ005624,􊫎,U+65B9,方,2
5625,GJ005625,􊫐,U+6644,晄,2
5626,GJ005626,􊫒,U+820C,舌,2
5627,GJ005627,􊫓,U+7690,皐,1
5628,GJ005628,􊫛,U+7690,皐,1
5629,GJ005629,􊫢,U+544A,告,2
5630,GJ005630,􊫣,U+7FBD,羽,2
5631,GJ005631,􊫥,U+7690,皐,1
5632,GJ005632,􊫧,U+6674,晴,2
5633,GJ005633,􊫬,U+7D45,絅,1
5634,GJ005634,􊫮,U+767D,白,2
5635,GJ005635,􊫯,U+767D,白,2
5636,GJ005636,􊫱,U+7687,皇,2
5637,GJ005637,􊫲,U+714C,煌,1
5638,GJ005638,􊫴,U+769C,皜,1
5639,GJ005639,􊫶,U+66C4,曄,1
5640,GJ005640,􊫷,U+66C4,曄,1
5641,GJ005641,􊫸,U+66C4,曄,1
5642,GJ005642,􊫼,U+656C,敬,2
5643,GJ005643,􊬀,U+82F1,英,2
5644,GJ005644,􊬁,U+6CC9,泉,2
5645,GJ005645,􊬂,U+3B22,㬢,1
5646,GJ005646,􊬇,U+767D,白,2
5647,GJ005647,􊬈,U+6176,慶,2
5648,GJ005648,􊬉,U+769D,皝,1
5649,GJ005649,􊬋,U+767D,白,2
5650,GJ005650,􊬌,U+6643,晃,2
5651,GJ005651,􊬒,U+820D,舍,2
5652,GJ005652,􊬕,U+76B7,皷,1
5653,GJ005653,􊬣,U+5B5F,孟,1
5654,GJ005654,􊬮,U+5CA1,岡,1
5655,GJ005655,􊬵,U+76BF,皿,2
5656,GJ005656,􊬻,U+5B54,孔,2
5657,GJ005657,􊭂,U+76C8,盈,1
5658,GJ005658,􊭄,U+76C8,盈,1
5659,GJ005659,􊭊,U+4ECA,今,2
5660,GJ005660,􊭖,U+76C8,盈,1
5661,GJ005661,􊭘,U+4EE3,代,2
5662,GJ005662,􊭪,U+76E4,盤,1
5663,GJ005663,􊭮,U+4F10,伐,2
5664,GJ005664,􊭴,U+76CA,益,1
5665,GJ005665,􊭹,U+6C57,汗,2
5666,GJ005666,􊮂,U+597D,好,2
5667,GJ005667,􊮑,U+751F,生,2
5668,GJ005668,􊮝,U+7F94,羔,2
5669,GJ005669,􊮞,U+6210,成,2
5670,GJ005670,􊮤,U+5C40,局,2
5671,GJ005671,􊮥,U+76E3,監,1
5672,GJ005672,􊮯,U+700A,瀊,1
5673,GJ005673,􊮸,U+9E75,鹵,2
5674,GJ005674,􊯉,U+9E7D,鹽,2
5675,GJ005675,􊯐,U+9E7D,鹽,1
5676,GJ005676,􊯘,U+76EE,目,1
5677,GJ005677,􊯟,U+3775,㝵,1
5678,GJ005678,􊯤,U+7766,睦,1
5679,GJ005679,􊯪,U+52FF,勿,2
5680,GJ005680,􊯫,U+5301,匁,2
5681,GJ005681,􊯵,U+65FA,旺,2
5682,GJ005682,􊯶,U+5443,呃,2
5683,GJ005683,􊯷,U+5F16,弖,2
5684,GJ005684,􊯸,U+5DF3,巳,2
5685,GJ005685,􊯹,U+5341,十,2
5686,GJ005686,􊯺,U+590D,复,1
5687,GJ005687,􊯼,U+7520,甠,1
5688,GJ005688,􊰅,U+770B,看,1
5689,GJ005689,􊰓,U+5F1C,弜,2
5690,GJ005690,􊰕,U+5408,合,2
5691,GJ005691,􊰗,U+7725,眥,1
5692,GJ005692,􊰛,U+7738,眸,1
5693,GJ005693,􊰦,U+76EE,目,2
5694,GJ005694,􊰩,U+7571,畱,1
5695,GJ005695,􊰪,U+772D,眭,1
5696,GJ005696,􊰰,U+8205,舅,1
5697,GJ005697,􊰵,U+76EE,目,2
5698,GJ005698,􊰷,U+9F0E,鼎,1
5699,GJ005699,􊰺,U+7528,用,2
5700,GJ005700,􊰾,U+76FE,盾,2
5701,GJ005701,􊱆,U+7763,督,1
5702,GJ005702,􊱐,U+9F0E,鼎,1
5703,GJ005703,􊱘,U+592D,夭,2
5704,GJ005704,􊱜,U+7766,睦,1
5705,GJ005705,􊱞,U+4058,䁘,1
5706,GJ005706,􊱤,U+7763,督,1
5707,GJ005707,􊱫,U+8FF7,迷,2
5708,GJ005708,􊱳,U+91CD,重,2
5709,GJ005709,􊱴,U+91CD,重,2
5710,GJ005710,􊱵,U+77B3,瞳,1
5711,GJ005711,􊱶,U+76EE,目,2
5712,GJ005712,􊱼,U+7965,祥,2
5713,GJ005713,􊲆,U+8396,莖,2
5714,GJ005714,􊲋,U+6681,暁,1
5715,GJ005715,􊲐,U+77AA,瞪,1
5716,GJ005716,􊲓,U+7E23,縣,1
5717,GJ005717,􊲗,U+902E,逮,2
5718,GJ005718,􊲙,U+6681,暁,1
5719,GJ005719,􊲧,U+8A89,誉,2
5720,GJ005720,􊲪,U+66D9,曙,2
5721,GJ005721,􊲿,U+89AA,親,2
5722,GJ005722,􊳉,U+7384,玄,2
5723,GJ005723,􊳋,U+5404,各,2
5724,GJ005724,􊳎,U+67D4,柔,2
5725,GJ005725,􊳔,U+8C6B,豫,2
5726,GJ005726,􊳕,U+8C6B,豫,2
5727,GJ005727,􊳙,U+77E2,矢,1
5728,GJ005728,􊳚,U+77E2,矢,2
5729,GJ005729,􊳝,U+90BE,邾,1
5730,GJ005730,􊳠,U+7530,田,2
5731,GJ005731,􊳡,U+4E19,丙,2
5732,GJ005732,􊳦,U+382F,㠯,2
5733,GJ005733,􊳨,U+5DDE,州,2
5734,GJ005734,􊳪,U+77EF,矯,1
5735,GJ005735,􊳫,U+8099,肙,2
5736,GJ005736,􊳯,U+77E5,知,2
5737,GJ005737,􊳱,U+77E2,矢,2
5738,GJ005738,􊳴,U+54E1,員,2
5739,GJ005739,􊳵,U+75BE,疾,1
5740,GJ005740,􊳷,U+9AD8,高,2
5741,GJ005741,􊳹,U+77EF,矯,1
5742,GJ005742,􊳻,U+84BF,蒿,2
5743,GJ005743,􊳾,U+77F3,石,1
5744,GJ005744,􊴂,U+77F3,石,2
5745,GJ005745,􊴆,U+4E5D,九,2
5746,GJ005746,􊴇,U+78EF,磯,1
5747,GJ005747,􊴊,U+77FB,矻,1
5748,GJ005748,􊴒,U+6708,月,2
5749,GJ005749,􊴕,U+7814,研,1
5750,GJ005750,􊴚,U+5C6F,屯,2
5751,GJ005751,􊴠,U+5339,匹,2
5752,GJ005752,􊴢,U+77F3,石,2
5753,GJ005753,􊴣,U+738B,王,2
5754,GJ005754,􊴧,U+53EC,召,2
5755,GJ005755,􊴫,U+6B63,正,2
5756,GJ005756,􊴯,U+65E1,旡,2
5757,GJ005757,􊴱,U+7814,研,1
5758,GJ005758,􊴽,U+784F,硏,1
5759,GJ005759,􊵈,U+53F3,右,2
5760,GJ005760,􊵊,U+76BF,皿,2
5761,GJ005761,􊵋,U+53F0,台,2
5762,GJ005762,􊵌,U+53E3,口,2
5763,GJ005763,􊵏,U+5E74,年,2
5764,GJ005764,􊵑,U+5F01,弁,2
5765,GJ005765,􊵓,U+738B,王,2
5766,GJ005766,􊵴,U+5906,夆,2
5767,GJ005767,􊵺,U+8C55,豕,2
5768,GJ005768,􊵻,U+8C55,豕,2
5769,GJ005769,􊶆,U+79C0,秀,2
5770,GJ005770,􊶇,U+77F3,石,2
5771,GJ005771,􊶍,U+9752,青,2
5772,GJ005772,􊶝,U+5F00,开,2
5773,GJ005773,􊶠,U+4343,䍃,2
5774,GJ005774,􊶤,U+8357,荗,2
5775,GJ005775,􊶥,U+5F56,彖,2
5776,GJ005776,􊶦,U+5929,天,2
5777,GJ005777,􊷅,U+98A8,風,2
5778,GJ005778,􊷈,U+91CD,重,2
5779,GJ005779,􊷊,U+8C55,豕,2
5780,GJ005780,􊷖,U+786B,硫,1
5781,GJ005781,􊷧,U+4343,䍃,2
5782,GJ005782,􊷩,U+8654,虔,2
5783,GJ005783,􊷫,U+5BB9,容,2
5784,GJ005784,􊷱,U+6559,教,2
5785,GJ005785,􊸏,U+77F3,石,2
5786,GJ005786,􊸒,U+57FA,基,2
5787,GJ005787,􊸕,U+671D,朝,2
5788,GJ005788,􊸜,U+78EF,磯,1
5789,GJ005789,􊸲,U+55AC,喬,2
5790,GJ005790,􊸶,U+540B,吋,2
5791,GJ005791,􊸹,U+78EF,磯,1
5792,GJ005792,􊹂,U+6797,林,2
5793,GJ005793,􊹃,U+5BE6,實,2
5794,GJ005794,􊹉,U+255A7,𥖧,1
5795,GJ005795,􊹍,U+5BE9,審,2
5796,GJ005796,􊹐,U+990A,養,2
5797,GJ005797,􊹑,U+51E0,几,2
5798,GJ005798,􊹒,U+7912,礒,1
5799,GJ005799,􊹕,U+78E8,磨,2
5800,GJ005800,􊹖,U+7925,礥,1
5801,GJ005801,􊹛,U+85E5,藥,2
5802,GJ005802,􊹥,U+798F,福,1
5803,GJ005803,􊹱,U+521D,初,1
5804,GJ005804,􊹳,U+521D,初,1
5805,GJ005805,􊹵,U+793A,示,2
5806,GJ005806,􊹿,U+521D,初,1
5807,GJ005807,􊺅,U+5B50,子,2
5808,GJ005808,􊺆,U+793A,示,2
